locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIILHNKI_01960	CDS	783				hypothetical protein
AIILHNKI_01961	CDS	1329				hypothetical protein
AIILHNKI_01962	CDS	264				hypothetical protein
AIILHNKI_01963	CDS	453				hypothetical protein
AIILHNKI_01964	CDS	1194			COG2382	Endo-1,4-beta-xylanase/feruloyl esterase
AIILHNKI_01965	CDS	1728	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
AIILHNKI_01966	CDS	189				hypothetical protein
AIILHNKI_01967	CDS	1023	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
AIILHNKI_01968	CDS	873	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
AIILHNKI_01969	CDS	711				hypothetical protein
AIILHNKI_01970	CDS	375				hypothetical protein
AIILHNKI_01971	CDS	2562				hypothetical protein
AIILHNKI_01972	CDS	2061				hypothetical protein
AIILHNKI_01973	CDS	933				hypothetical protein
AIILHNKI_01974	CDS	1332				hypothetical protein
AIILHNKI_01975	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AIILHNKI_01976	CDS	900	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
AIILHNKI_01977	CDS	567	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
AIILHNKI_01978	CDS	1125	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
AIILHNKI_01979	CDS	1410	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
AIILHNKI_01980	CDS	1317	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
AIILHNKI_01981	CDS	381	gcvH			Glycine cleavage system H protein
AIILHNKI_01982	CDS	1110	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AIILHNKI_01983	CDS	690		6.3.1.20		Lipoate--protein ligase 1
AIILHNKI_01984	CDS	243				hypothetical protein
AIILHNKI_01985	CDS	711				hypothetical protein
AIILHNKI_01986	CDS	654	aqpZ2			Aquaporin Z 2
AIILHNKI_01987	CDS	1227	fucP_2		COG0738	L-fucose-proton symporter
AIILHNKI_01988	CDS	1428	resA_8			Thiol-disulfide oxidoreductase ResA
AIILHNKI_01989	CDS	1341				hypothetical protein
AIILHNKI_01990	CDS	1548				hypothetical protein
AIILHNKI_01991	CDS	1341				hypothetical protein
AIILHNKI_01992	CDS	1254	macA		COG0845	Macrolide export protein MacA
AIILHNKI_01993	CDS	756	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
AIILHNKI_01994	CDS	1218	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
AIILHNKI_01995	CDS	1023				hypothetical protein
AIILHNKI_01996	CDS	711	btsR_1		COG3279	Transcriptional regulatory protein BtsR
AIILHNKI_01997	CDS	1002	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
AIILHNKI_01998	CDS	1665	xylA_1			Xylosidase/arabinosidase
AIILHNKI_01999	CDS	519	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
AIILHNKI_02000	CDS	1506				hypothetical protein
AIILHNKI_02001	CDS	867				hypothetical protein
AIILHNKI_02002	CDS	1104	ald	1.4.1.1	COG0686	Alanine dehydrogenase
AIILHNKI_02003	CDS	3003				hypothetical protein
AIILHNKI_02004	CDS	1509				hypothetical protein
AIILHNKI_02005	CDS	1917	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_02006	CDS	1509		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
AIILHNKI_02007	CDS	1026	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
AIILHNKI_02008	CDS	1848				hypothetical protein
AIILHNKI_02009	CDS	3315				TonB-dependent receptor P26
AIILHNKI_02010	CDS	2010				hypothetical protein
AIILHNKI_02011	CDS	1008		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
AIILHNKI_02012	CDS	3984	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_02013	CDS	165				hypothetical protein
AIILHNKI_02014	CDS	417				hypothetical protein
AIILHNKI_02015	CDS	975	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
AIILHNKI_02016	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AIILHNKI_02017	CDS	2457				hypothetical protein
AIILHNKI_02018	CDS	1050				hypothetical protein
AIILHNKI_02019	CDS	708	btsR_2		COG3279	Transcriptional regulatory protein BtsR
AIILHNKI_02020	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
AIILHNKI_02021	CDS	513	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
AIILHNKI_02022	CDS	681				hypothetical protein
AIILHNKI_02023	CDS	495				hypothetical protein
AIILHNKI_02024	CDS	954	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
AIILHNKI_02025	CDS	609	rpsD			30S ribosomal protein S4
AIILHNKI_02026	CDS	390	rpsK			30S ribosomal protein S11
AIILHNKI_02027	CDS	354	rpsM			30S ribosomal protein S13
AIILHNKI_02028	CDS	117	ykgO		COG0257	50S ribosomal protein L36 2
AIILHNKI_02029	CDS	219	infA			Translation initiation factor IF-1
AIILHNKI_02030	CDS	762	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
AIILHNKI_02031	CDS	1341	secY		COG0201	Protein translocase subunit SecY
AIILHNKI_02032	CDS	675	purT_2	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AIILHNKI_02033	CDS	534	purT_3	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AIILHNKI_02034	CDS	306				hypothetical protein
AIILHNKI_02035	CDS	1137	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AIILHNKI_02036	CDS	492				hypothetical protein
AIILHNKI_02037	CDS	618	cmk_3	2.7.4.25		Cytidylate kinase
AIILHNKI_02038	CDS	1362	mepA		COG0534	Multidrug export protein MepA
AIILHNKI_02039	CDS	1443				hypothetical protein
AIILHNKI_02040	CDS	1236	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AIILHNKI_02041	CDS	189	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
AIILHNKI_02042	CDS	1017	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AIILHNKI_02043	CDS	1128				Iron-sulfur cluster carrier protein
AIILHNKI_02044	CDS	738	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
AIILHNKI_02045	CDS	669				hypothetical protein
AIILHNKI_02046	CDS	876	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AIILHNKI_02047	CDS	1101		3.6.-.-	COG1703	putative GTPase
AIILHNKI_02048	CDS	1071				hypothetical protein
AIILHNKI_02049	CDS	2676				hypothetical protein
AIILHNKI_02050	CDS	2622				hypothetical protein
AIILHNKI_02051	CDS	540	FCS1_1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
AIILHNKI_02052	CDS	1557	FCS1_2	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
AIILHNKI_02053	CDS	666	recO			DNA repair protein RecO
AIILHNKI_02054	CDS	1341	ftsZ			Cell division protein FtsZ
AIILHNKI_02055	CDS	1467	ftsA			Cell division protein FtsA
AIILHNKI_02056	CDS	756				hypothetical protein
AIILHNKI_02057	CDS	1374	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
AIILHNKI_02058	CDS	1104	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AIILHNKI_02059	CDS	1239	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AIILHNKI_02060	CDS	1332	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
AIILHNKI_02061	CDS	1272	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AIILHNKI_02062	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AIILHNKI_02063	CDS	2124	pbpB		COG0768	Penicillin-binding protein 2B
AIILHNKI_02064	CDS	438				hypothetical protein
AIILHNKI_02065	CDS	915	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
AIILHNKI_02066	CDS	456	mraZ		COG2001	Transcriptional regulator MraZ
AIILHNKI_02067	CDS	771				hypothetical protein
AIILHNKI_02068	CDS	990				hypothetical protein
AIILHNKI_02069	CDS	789				hypothetical protein
AIILHNKI_02070	CDS	702	prrA			Transcriptional regulatory protein PrrA
AIILHNKI_02071	CDS	1296	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
AIILHNKI_02072	CDS	1251				hypothetical protein
AIILHNKI_02073	CDS	1167				hypothetical protein
AIILHNKI_02074	CDS	2934				hypothetical protein
AIILHNKI_02075	CDS	366				hypothetical protein
AIILHNKI_02076	CDS	1260		3.2.1.22		Retaining alpha-galactosidase
AIILHNKI_02077	CDS	669	susB_2	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
AIILHNKI_02078	CDS	360				hypothetical protein
AIILHNKI_02079	CDS	1458		3.2.1.31		Putative beta-glucuronidase
AIILHNKI_02080	CDS	657				hypothetical protein
AIILHNKI_02081	CDS	1737		3.2.1.-		Beta-xylosidase
AIILHNKI_02082	CDS	420				hypothetical protein
AIILHNKI_02083	CDS	846				hypothetical protein
AIILHNKI_02084	CDS	1206	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
AIILHNKI_02085	CDS	2016	xylA_2			Xylosidase/arabinosidase
AIILHNKI_02086	CDS	2853				hypothetical protein
AIILHNKI_02087	tRNA	73				tRNA-Arg(cct)
AIILHNKI_02088	CDS	3033	secD			Protein translocase subunit SecD
AIILHNKI_02089	CDS	192				hypothetical protein
AIILHNKI_02090	CDS	906				hypothetical protein
AIILHNKI_02091	CDS	948	glpG	3.4.21.105		Rhomboid protease GlpG
AIILHNKI_02092	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
AIILHNKI_02093	CDS	405	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
AIILHNKI_02094	CDS	399	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
AIILHNKI_02095	tRNA	72				tRNA-Gln(ttg)
AIILHNKI_02096	CDS	1296	tyrS	6.1.1.1		Tyrosine--tRNA ligase
AIILHNKI_02097	CDS	231			COG0759	Putative membrane protein insertion efficiency factor
AIILHNKI_02098	CDS	393	rnpA	3.1.26.5		Ribonuclease P protein component
AIILHNKI_02099	CDS	750				hypothetical protein
AIILHNKI_02100	CDS	810				hypothetical protein
AIILHNKI_02101	CDS	1257	metK	2.5.1.6		S-adenosylmethionine synthase
AIILHNKI_02102	CDS	2856				hypothetical protein
AIILHNKI_02103	CDS	1230	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
AIILHNKI_02104	CDS	336	rbfA		COG0858	Ribosome-binding factor A
AIILHNKI_02105	CDS	633	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
AIILHNKI_02106	CDS	417	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
AIILHNKI_02107	CDS	870				hypothetical protein
AIILHNKI_02108	CDS	507	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
AIILHNKI_02109	CDS	648				hypothetical protein
AIILHNKI_02110	CDS	615	udk_3	2.7.1.48		Uridine kinase
AIILHNKI_02111	CDS	579				hypothetical protein
AIILHNKI_02112	CDS	1044				hypothetical protein
AIILHNKI_02113	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
AIILHNKI_02114	CDS	621	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
AIILHNKI_02115	CDS	933	trxB	1.8.1.9	COG0492	Thioredoxin reductase
AIILHNKI_02116	CDS	120				hypothetical protein
AIILHNKI_02117	CDS	1698	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_02118	CDS	1446				hypothetical protein
AIILHNKI_02119	CDS	1362	trpB_1	4.2.1.20		Tryptophan synthase beta chain
AIILHNKI_02120	CDS	474				hypothetical protein
AIILHNKI_02121	CDS	195				hypothetical protein
AIILHNKI_02122	CDS	327				hypothetical protein
AIILHNKI_02123	CDS	339				hypothetical protein
AIILHNKI_02124	CDS	828	bamD			Outer membrane protein assembly factor BamD
AIILHNKI_02125	CDS	2040	uvrB			UvrABC system protein B
AIILHNKI_02126	CDS	618				hypothetical protein
AIILHNKI_02127	CDS	174				hypothetical protein
AIILHNKI_02128	CDS	2331				hypothetical protein
AIILHNKI_02129	CDS	915	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
AIILHNKI_02130	CDS	657				hypothetical protein
AIILHNKI_02131	CDS	153				hypothetical protein
AIILHNKI_02132	CDS	861	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AIILHNKI_02133	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
AIILHNKI_02134	CDS	1038	ansA	3.5.1.1	COG0252	L-asparaginase 1
AIILHNKI_02135	CDS	468				hypothetical protein
AIILHNKI_02136	CDS	2106				hypothetical protein
AIILHNKI_02137	CDS	189				hypothetical protein
AIILHNKI_02138	CDS	543	rbr		COG1592	Rubrerythrin
AIILHNKI_02139	CDS	1062	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
AIILHNKI_02140	CDS	600	ribE	2.5.1.9	COG0307	Riboflavin synthase
AIILHNKI_02141	CDS	585	gph_4	3.1.3.18	COG0546	Phosphoglycolate phosphatase
AIILHNKI_02142	CDS	2610				hypothetical protein
AIILHNKI_02143	CDS	1053	mltG	4.2.2.-		Endolytic murein transglycosylase
AIILHNKI_02144	CDS	1788	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
AIILHNKI_02145	CDS	1419	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
AIILHNKI_02146	CDS	213				hypothetical protein
AIILHNKI_02147	CDS	369	dedA		COG0586	Protein DedA
AIILHNKI_02148	CDS	1068	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
AIILHNKI_02149	CDS	1092	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
AIILHNKI_02150	CDS	1170	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
AIILHNKI_02151	CDS	1491	xylB_1	2.7.1.17	COG1070	Xylulose kinase
AIILHNKI_02152	CDS	366	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
AIILHNKI_02153	CDS	732				hypothetical protein
AIILHNKI_02154	CDS	498	pssY	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
AIILHNKI_02155	CDS	393				hypothetical protein
AIILHNKI_02156	CDS	531				hypothetical protein
AIILHNKI_02157	CDS	495				hypothetical protein
AIILHNKI_02158	CDS	504				hypothetical protein
AIILHNKI_02159	CDS	192				hypothetical protein
AIILHNKI_02160	CDS	216				hypothetical protein
AIILHNKI_02161	CDS	759				hypothetical protein
AIILHNKI_02162	CDS	372				hypothetical protein
AIILHNKI_02163	CDS	987				hypothetical protein
AIILHNKI_02164	CDS	426				hypothetical protein
AIILHNKI_02165	CDS	918	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AIILHNKI_02166	CDS	843				hypothetical protein
AIILHNKI_02167	CDS	405				hypothetical protein
AIILHNKI_02168	CDS	1380	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
AIILHNKI_02169	CDS	546	porC	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
AIILHNKI_02170	CDS	771	korB_2	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
AIILHNKI_02171	CDS	1086	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
AIILHNKI_02172	CDS	231	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AIILHNKI_02173	CDS	105				hypothetical protein
AIILHNKI_02174	CDS	879	folD		COG0190	Bifunctional protein FolD protein
AIILHNKI_02175	CDS	1362	ffh		COG0541	Signal recognition particle protein
AIILHNKI_02176	CDS	642	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
AIILHNKI_02177	CDS	1137				hypothetical protein
AIILHNKI_02178	CDS	1638	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
AIILHNKI_02179	CDS	2253				hypothetical protein
AIILHNKI_02180	CDS	1479				hypothetical protein
AIILHNKI_02181	CDS	2148				hypothetical protein
AIILHNKI_02182	CDS	1854	btuB_4			Vitamin B12 transporter BtuB
AIILHNKI_02183	CDS	1632				hypothetical protein
AIILHNKI_02184	CDS	381				hypothetical protein
AIILHNKI_02185	CDS	1017				hypothetical protein
AIILHNKI_02186	CDS	729				hypothetical protein
AIILHNKI_02187	CDS	375				hypothetical protein
AIILHNKI_02188	CDS	483	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
AIILHNKI_02189	CDS	795	thyA2	2.1.1.45	COG0207	Thymidylate synthase 2
AIILHNKI_02190	CDS	243				hypothetical protein
AIILHNKI_02191	CDS	576	rsmF_1	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
AIILHNKI_02192	CDS	411	rsmF_2	2.1.1.178		Ribosomal RNA small subunit methyltransferase F
AIILHNKI_02193	CDS	690				hypothetical protein
AIILHNKI_02194	CDS	198				hypothetical protein
AIILHNKI_02195	CDS	543	sigE_3		COG1595	ECF RNA polymerase sigma factor SigE
AIILHNKI_02196	CDS	390				hypothetical protein
AIILHNKI_02197	CDS	855	ompA			Outer membrane protein A
AIILHNKI_02198	CDS	1242				hypothetical protein
AIILHNKI_02199	CDS	2073	topB	5.6.2.1	COG0550	DNA topoisomerase 3
AIILHNKI_02200	CDS	396				hypothetical protein
AIILHNKI_02201	CDS	903	rex8A	3.2.1.156		Reducing-end xylose-releasing exo-oligoxylanase Rex8A
AIILHNKI_02202	CDS	2163	pfeA		COG4771	Ferric enterobactin receptor
AIILHNKI_02203	CDS	1221				hypothetical protein
AIILHNKI_02204	CDS	1089				hypothetical protein
AIILHNKI_02205	CDS	1530	panF		COG4145	Sodium/pantothenate symporter
AIILHNKI_02206	CDS	537	resA_9			Thiol-disulfide oxidoreductase ResA
AIILHNKI_02207	CDS	1149	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
AIILHNKI_02208	CDS	1533	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
AIILHNKI_02209	CDS	246				hypothetical protein
AIILHNKI_02210	CDS	873				hypothetical protein
AIILHNKI_02211	CDS	1461				hypothetical protein
AIILHNKI_02212	CDS	993	emrA_3			Colistin resistance protein EmrA
AIILHNKI_02213	CDS	1050				hypothetical protein
AIILHNKI_02214	CDS	1206	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
AIILHNKI_02215	CDS	594				hypothetical protein
AIILHNKI_02216	CDS	711	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
AIILHNKI_02217	CDS	918				hypothetical protein
AIILHNKI_02218	CDS	3729				hypothetical protein
AIILHNKI_02219	CDS	420				hypothetical protein
AIILHNKI_02220	CDS	1065	deaD_2	3.6.4.13		ATP-dependent RNA helicase DeaD
AIILHNKI_02221	CDS	660				hypothetical protein
AIILHNKI_02222	CDS	186				hypothetical protein
AIILHNKI_02223	CDS	183				hypothetical protein
AIILHNKI_02224	CDS	1332				hypothetical protein
AIILHNKI_02225	CDS	309				hypothetical protein
AIILHNKI_02226	CDS	507				hypothetical protein
AIILHNKI_02227	CDS	264				hypothetical protein
AIILHNKI_02228	CDS	513				hypothetical protein
AIILHNKI_02229	CDS	285				hypothetical protein
AIILHNKI_02230	CDS	693				hypothetical protein
AIILHNKI_02231	CDS	390				hypothetical protein
AIILHNKI_02232	CDS	2334				hypothetical protein
AIILHNKI_02233	CDS	405				hypothetical protein
AIILHNKI_02234	CDS	477				hypothetical protein
AIILHNKI_02235	CDS	426	hisC_3	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
AIILHNKI_02236	CDS	486	hisC_4	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
AIILHNKI_02237	CDS	1188	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AIILHNKI_02238	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AIILHNKI_02239	CDS	1134	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AIILHNKI_02240	CDS	444	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
AIILHNKI_02241	CDS	888	tkt	2.2.1.1		Transketolase
AIILHNKI_02242	CDS	1089	tktB	2.2.1.1	COG0021	Transketolase 2
AIILHNKI_02243	CDS	2445	csxA_2	3.2.1.165	COG3250	Exo-beta-D-glucosaminidase
AIILHNKI_02244	CDS	825	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
AIILHNKI_02245	CDS	1212				hypothetical protein
AIILHNKI_02246	CDS	1980	pnp_2	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
AIILHNKI_02247	CDS	462	rplM_2		COG0102	50S ribosomal protein L13
AIILHNKI_02248	CDS	387	rpsI_2		COG0103	30S ribosomal protein S9
AIILHNKI_02249	CDS	810	rpsB		COG0052	30S ribosomal protein S2
AIILHNKI_02250	CDS	999	TSFM			Elongation factor Ts, mitochondrial
AIILHNKI_02251	CDS	981	scrK	2.7.1.4	COG0524	Fructokinase
AIILHNKI_02252	CDS	651	deaD_3	3.6.4.13		ATP-dependent RNA helicase DeaD
AIILHNKI_02253	CDS	1149	deaD_4	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
AIILHNKI_02254	CDS	774				hypothetical protein
AIILHNKI_02255	CDS	522		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
AIILHNKI_02256	CDS	1182	dap	3.4.11.19		D-aminopeptidase
AIILHNKI_02257	CDS	2124	dpp7	3.4.14.-		Dipeptidyl-peptidase 7
AIILHNKI_02258	CDS	201				hypothetical protein
AIILHNKI_02259	CDS	1269				hypothetical protein
AIILHNKI_02260	CDS	1329				hypothetical protein
AIILHNKI_02261	CDS	2109				hypothetical protein
AIILHNKI_02262	CDS	171				hypothetical protein
AIILHNKI_02263	CDS	444				hypothetical protein
AIILHNKI_02264	CDS	855				hypothetical protein
AIILHNKI_02265	CDS	90				hypothetical protein
AIILHNKI_02266	CDS	285				hypothetical protein
AIILHNKI_02267	CDS	225				hypothetical protein
AIILHNKI_02268	CDS	2160	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
AIILHNKI_02269	CDS	201				hypothetical protein
AIILHNKI_02270	CDS	1227	axe1-6A_3		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
AIILHNKI_02271	CDS	444	sapB		COG1285	Protein SapB
AIILHNKI_02272	CDS	1167	yghO_2			Protein YghO
AIILHNKI_02273	CDS	1833	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
AIILHNKI_02274	CDS	813	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
AIILHNKI_02275	CDS	1365				hypothetical protein
AIILHNKI_02276	CDS	2496				hypothetical protein
AIILHNKI_02277	CDS	2064	purL_1	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
AIILHNKI_02278	CDS	1638	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
AIILHNKI_02279	CDS	549	chrA			Chromate transport protein
AIILHNKI_02280	CDS	576				hypothetical protein
AIILHNKI_02281	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
AIILHNKI_02282	CDS	1302				hypothetical protein
AIILHNKI_02283	CDS	2889	rhaR_5			HTH-type transcriptional activator RhaR
AIILHNKI_02284	CDS	468				hypothetical protein
AIILHNKI_02285	CDS	225				hypothetical protein
AIILHNKI_02286	CDS	312				hypothetical protein
AIILHNKI_02287	CDS	291				hypothetical protein
AIILHNKI_02288	CDS	339	lacZ_2	3.2.1.23		Beta-galactosidase
AIILHNKI_02289	CDS	1431		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
AIILHNKI_02290	CDS	882	lacZ_3	3.2.1.23		Beta-galactosidase
AIILHNKI_02291	CDS	540	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
AIILHNKI_02292	CDS	555	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
AIILHNKI_02293	CDS	669	ettA_4		COG0488	Energy-dependent translational throttle protein EttA
AIILHNKI_02294	CDS	174				hypothetical protein
AIILHNKI_02295	CDS	132				hypothetical protein
AIILHNKI_02296	CDS	675	ghrB	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
AIILHNKI_02297	CDS	306				hypothetical protein
AIILHNKI_02298	CDS	1329	ettA_5		COG0488	Energy-dependent translational throttle protein EttA
AIILHNKI_02299	CDS	336	ettA_6		COG0488	Energy-dependent translational throttle protein EttA
AIILHNKI_02300	CDS	2286		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
AIILHNKI_02301	CDS	2790	lacZ_4	3.2.1.23		Beta-galactosidase
AIILHNKI_02302	CDS	138				hypothetical protein
AIILHNKI_02303	CDS	1329	uraA		COG2233	Uracil permease
AIILHNKI_02304	CDS	1347	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AIILHNKI_02305	CDS	873	udp	2.4.2.3	COG2820	Uridine phosphorylase
AIILHNKI_02306	CDS	1131				hypothetical protein
AIILHNKI_02307	CDS	780	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
AIILHNKI_02308	CDS	2262	pyrK_1			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
AIILHNKI_02309	CDS	1320	serS	6.1.1.11	COG0172	Serine--tRNA ligase
AIILHNKI_02310	CDS	264	rpmA		COG0211	50S ribosomal protein L27
AIILHNKI_02311	CDS	318	rplU		COG0261	50S ribosomal protein L21
AIILHNKI_02312	CDS	1779	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
AIILHNKI_02313	CDS	2475	mrcA		COG5009	Penicillin-binding protein 1A
AIILHNKI_02314	CDS	201	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AIILHNKI_02315	CDS	639	miaA_3	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AIILHNKI_02316	CDS	279	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
AIILHNKI_02317	CDS	543	lpxA_2	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
AIILHNKI_02318	CDS	816	lpxC_1	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
AIILHNKI_02319	CDS	612	lpxC_2	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
AIILHNKI_02320	CDS	1044	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
AIILHNKI_02321	CDS	1230				hypothetical protein
AIILHNKI_02322	CDS	864	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
